student_id,cohort,program,gender,region,guardian,has_internet,course_id,course,semester,enrollment_date,study_hours,attendance_pct,midterm_score,final_score,project_score,final_grade,passed
S0223,2023,Information Technology,Other,South,Sibling,False,C02,Statistics,Spring 2024,2024-01-15,11.5,64.1,46.0,65.1,45.0,D,True
S0223,2023,Information Technology,Other,South,Sibling,False,C03,Data Structures,Fall 2023,2023-09-04,20.2,,53.6,63.2,44.3,C,True
S0223,2023,Information Technology,Other,South,Sibling,False,C04,Linear Algebra,Spring 2024,2024-01-15,2.1,70.5,44.0,39.3,50.6,F,False
S0223,2023,Information Technology,Other,South,Sibling,False,C05,Machine Learning,Fall 2023,2023-09-04,19.0,70.5,36.9,54.6,56.2,D,True
S0223,2023,Information Technology,Other,South,Sibling,False,C06,Databases,Spring 2024,2024-01-15,22.8,56.5,52.5,41.9,56.0,D,True
S0224,2022,Engineering,F,Central,Mother,True,C01,Python Programming,Fall 2022,2022-09-05,25.9,80.0,69.1,41.8,64.2,C,True
S0224,2022,Engineering,F,Central,Mother,True,C02,Statistics,Spring 2023,2023-01-16,14.5,79.0,63.4,75.9,64.0,C,True
S0224,2022,Engineering,F,Central,Mother,True,C03,Data Structures,Fall 2022,2022-09-05,6.7,40.7,60.2,56.8,72.9,C,True
S0224,2022,Engineering,F,Central,Mother,True,C04,Linear Algebra,Spring 2023,2023-01-16,17.2,96.7,85.4,75.9,69.2,B,True
S0224,2022,Engineering,F,Central,Mother,True,C05,Machine Learning,Fall 2022,2022-09-05,15.3,73.1,48.0,56.5,54.3,D,True
S0224,2022,Engineering,F,Central,Mother,True,C06,Databases,Spring 2023,2023-01-16,28.0,50.6,81.9,40.1,55.8,C,True
S0225,2023,Computer Science,Other,West,Father,True,C01,Python Programming,Fall 2023,2023-09-04,19.6,71.3,52.2,43.0,78.6,D,True
S0225,2023,Computer Science,Other,West,Father,True,C02,Statistics,Spring 2024,2024-01-15,20.8,35.4,40.0,62.2,63.8,C,True
S0225,2023,Computer Science,Other,West,Father,True,C03,Data Structures,Fall 2023,2023-09-04,24.6,81.8,71.4,58.5,70.0,C,True
S0225,2023,Computer Science,Other,West,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,2.0,51.5,48.6,80.9,46.1,C,True
S0225,2023,Computer Science,Other,West,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,30.4,78.0,74.7,65.3,64.1,C,True
S0225,2023,Computer Science,Other,West,Father,True,C06,Databases,Spring 2024,2024-01-15,23.1,50.9,69.4,60.8,65.8,C,True
S0226,2024,Engineering,F,Central,Sibling,True,C01,Python Programming,Fall 2024,2024-09-02,26.4,71.9,66.2,53.1,67.2,C,True
S0226,2024,Engineering,F,Central,Sibling,True,C02,Statistics,Spring 2025,2025-01-13,20.6,79.8,51.9,58.7,71.8,C,True
S0226,2024,Engineering,F,Central,Sibling,True,C03,Data Structures,Fall 2024,2024-09-02,31.3,60.7,75.1,50.0,74.9,C,True
S0226,2024,Engineering,F,Central,Sibling,True,C04,Linear Algebra,Spring 2025,2025-01-13,9.5,45.4,45.2,57.3,53.7,D,True
S0226,2024,Engineering,F,Central,Sibling,True,C05,Machine Learning,Fall 2024,2024-09-02,16.4,57.8,56.1,49.6,53.8,D,True
S0226,2024,Engineering,F,Central,Sibling,True,C06,Databases,Spring 2025,2025-01-13,8.8,91.2,57.2,27.9,58.1,F,False
S0227,2023,Computer Science,M,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,28.5,62.2,68.6,80.2,73.4,B,True
S0227,2023,Computer Science,M,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,26.2,62.9,73.8,58.5,69.9,C,True
S0227,2023,Computer Science,M,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,11.9,78.4,62.0,65.5,61.0,C,True
S0227,2023,Computer Science,M,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,10.8,91.2,,56.3,70.3,C,True
S0227,2023,Computer Science,M,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,10.6,90.9,64.0,37.2,69.2,D,True
S0227,2023,Computer Science,M,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,10.0,90.0,39.0,48.5,66.8,D,True
S0228,2023,Data Science,F,Central,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,12.1,97.9,49.5,67.7,71.8,C,True
S0228,2023,Data Science,F,Central,Mother,True,C02,Statistics,Spring 2024,2024-01-15,14.4,85.4,41.9,67.6,63.2,C,True
S0228,2023,Data Science,F,Central,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,26.7,82.6,65.6,80.8,77.5,B,True
S0228,2023,Data Science,F,Central,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,11.1,95.8,50.0,75.4,73.8,C,True
S0228,2023,Data Science,F,Central,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,14.0,100.0,56.4,54.5,57.3,C,True
S0228,2023,Data Science,F,Central,Mother,True,C06,Databases,Spring 2024,2024-01-15,13.6,96.2,72.9,51.7,55.0,C,True
S0229,2024,Data Science,M,West,Other,True,C01,Python Programming,Fall 2024,2024-09-02,7.2,48.3,41.0,33.8,45.6,F,False
S0229,2024,Data Science,M,West,Other,True,C02,Statistics,Spring 2025,2025-01-13,14.8,100.0,63.8,63.7,72.5,C,True
S0229,2024,Data Science,M,West,Other,True,C03,Data Structures,Fall 2024,2024-09-02,20.0,76.8,97.2,77.3,57.5,B,True
S0229,2024,Data Science,M,West,Other,True,C04,Linear Algebra,Spring 2025,2025-01-13,21.1,54.4,46.5,65.6,78.5,C,True
S0229,2024,Data Science,M,West,Other,True,C05,Machine Learning,Fall 2024,2024-09-02,20.6,,58.3,76.5,78.7,B,True
S0229,2024,Data Science,M,West,Other,True,C06,Databases,Spring 2025,2025-01-13,29.1,,67.2,76.4,69.0,B,True
S0230,2022,Computer Science,M,Central,Father,True,C01,Python Programming,Fall 2022,2022-09-05,17.7,100.0,76.4,58.5,74.2,C,True
S0230,2022,Computer Science,M,Central,Father,True,C02,Statistics,Spring 2023,2023-01-16,14.3,77.8,60.3,61.2,57.5,C,True
S0230,2022,Computer Science,M,Central,Father,True,C03,Data Structures,Fall 2022,2022-09-05,27.0,74.8,59.7,78.4,60.7,C,True
S0230,2022,Computer Science,M,Central,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,26.8,80.6,59.9,69.9,72.4,C,True
S0230,2022,Computer Science,M,Central,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,22.1,61.6,83.1,63.1,56.8,C,True
S0230,2022,Computer Science,M,Central,Father,True,C06,Databases,Spring 2023,2023-01-16,30.8,90.1,84.7,89.7,74.9,B,True
S0231,2024,Computer Science,M,South,Father,True,C01,Python Programming,Fall 2024,2024-09-02,23.2,63.9,70.1,83.3,65.9,B,True
S0231,2024,Computer Science,M,South,Father,True,C02,Statistics,Spring 2025,2025-01-13,13.5,55.2,70.5,49.0,66.4,C,True
S0231,2024,Computer Science,M,South,Father,True,C03,Data Structures,Fall 2024,2024-09-02,24.0,,48.9,60.0,73.8,C,True
S0231,2024,Computer Science,M,South,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,19.5,86.4,64.2,71.5,57.4,C,True
S0231,2024,Computer Science,M,South,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,19.4,83.5,59.2,64.7,67.2,C,True
S0231,2024,Computer Science,M,South,Father,True,C06,Databases,Spring 2025,2025-01-13,6.5,100.0,73.1,69.0,47.6,C,True
S0232,2022,Data Science,M,Central,Mother,False,C01,Python Programming,Fall 2022,2022-09-05,45.0,92.9,81.1,84.1,58.4,B,True
S0232,2022,Data Science,M,Central,Mother,False,C02,Statistics,Spring 2023,2023-01-16,9.5,55.9,62.3,47.3,61.5,C,True
S0232,2022,Data Science,M,Central,Mother,False,C03,Data Structures,Fall 2022,2022-09-05,13.3,65.7,36.9,45.3,50.3,F,False
S0232,2022,Data Science,M,Central,Mother,False,C04,Linear Algebra,Spring 2023,2023-01-16,8.9,70.6,,36.9,64.6,C,True
S0232,2022,Data Science,M,Central,Mother,False,C05,Machine Learning,Fall 2022,2022-09-05,20.1,68.5,57.1,58.1,61.5,C,True
S0232,2022,Data Science,M,Central,Mother,False,C06,Databases,Spring 2023,2023-01-16,25.5,59.3,52.5,55.2,51.8,D,True
S0233,2024,Engineering,F,East,Father,True,C01,Python Programming,Fall 2024,2024-09-02,15.5,53.4,58.1,71.5,74.0,C,True
S0233,2024,Engineering,F,East,Father,True,C02,Statistics,Spring 2025,2025-01-13,23.0,77.2,68.0,91.6,58.7,B,True
S0233,2024,Engineering,F,East,Father,True,C03,Data Structures,Fall 2024,2024-09-02,21.4,75.4,47.5,43.2,63.1,D,True
S0233,2024,Engineering,F,East,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,15.1,65.6,49.2,61.1,65.9,C,True
S0233,2024,Engineering,F,East,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,17.5,59.5,49.0,52.1,86.6,C,True
S0233,2024,Engineering,F,East,Father,True,C06,Databases,Spring 2025,2025-01-13,18.7,70.5,73.2,56.2,63.8,C,True
S0234,2023,Data Science,F,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,27.9,73.0,65.0,69.2,71.2,C,True
S0234,2023,Data Science,F,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,19.4,74.3,48.0,64.6,49.3,C,True
S0234,2023,Data Science,F,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,20.0,100.0,75.5,89.5,74.8,B,True
S0234,2023,Data Science,F,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,12.9,63.0,67.1,57.5,69.3,C,True
S0234,2023,Data Science,F,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,29.3,58.5,71.3,73.8,54.3,C,True
S0234,2023,Data Science,F,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,22.0,69.5,62.1,43.9,92.0,C,True
S0235,2022,Engineering,F,East,Father,False,C01,Python Programming,Fall 2022,2022-09-05,14.2,65.2,74.9,23.9,62.1,D,True
S0235,2022,Engineering,F,East,Father,False,C02,Statistics,Spring 2023,2023-01-16,13.5,60.2,51.1,13.4,56.0,F,False
S0235,2022,Engineering,F,East,Father,False,C03,Data Structures,Fall 2022,2022-09-05,28.6,66.1,53.5,51.3,61.1,D,True
S0235,2022,Engineering,F,East,Father,False,C04,Linear Algebra,Spring 2023,2023-01-16,23.2,,80.4,64.9,76.6,B,True
S0235,2022,Engineering,F,East,Father,False,C05,Machine Learning,Fall 2022,2022-09-05,20.5,47.7,53.8,29.4,44.2,F,False
S0235,2022,Engineering,F,East,Father,False,C06,Databases,Spring 2023,2023-01-16,18.0,77.1,57.6,42.7,69.0,D,True
S0236,2024,Information Technology,F,North,Father,True,C01,Python Programming,Fall 2024,2024-09-02,9.6,72.3,70.1,68.0,55.5,C,True
S0236,2024,Information Technology,F,North,Father,True,C02,Statistics,Spring 2025,2025-01-13,13.4,54.0,52.8,61.9,56.3,C,True
S0236,2024,Information Technology,F,North,Father,True,C03,Data Structures,Fall 2024,2024-09-02,25.4,65.8,53.5,50.8,55.0,D,True
S0236,2024,Information Technology,F,North,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,18.4,94.1,79.9,41.0,71.5,C,True
S0236,2024,Information Technology,F,North,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,20.3,49.1,73.1,63.4,56.8,C,True
S0236,2024,Information Technology,F,North,Father,True,C06,Databases,Spring 2025,2025-01-13,15.8,67.8,42.0,68.1,77.4,C,True
S0237,2022,Data Science,M,Central,Father,True,C01,Python Programming,Fall 2022,2022-09-05,21.0,74.7,50.9,55.6,65.6,C,True
S0237,2022,Data Science,M,Central,Father,True,C02,Statistics,Spring 2023,2023-01-16,19.5,52.1,66.8,59.4,93.8,B,True
S0237,2022,Data Science,M,Central,Father,True,C03,Data Structures,Fall 2022,2022-09-05,37.8,77.9,68.7,61.6,86.8,B,True
S0237,2022,Data Science,M,Central,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,14.7,72.2,44.4,79.2,64.6,C,True
S0237,2022,Data Science,M,Central,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,14.5,80.0,73.0,68.5,45.4,C,True
S0237,2022,Data Science,M,Central,Father,True,C06,Databases,Spring 2023,2023-01-16,15.7,73.4,42.7,64.0,53.9,C,True
S0238,2023,Information Technology,M,South,Mother,False,C01,Python Programming,Fall 2023,2023-09-04,23.6,91.1,49.1,80.9,69.5,C,True
S0238,2023,Information Technology,M,South,Mother,False,C02,Statistics,Spring 2024,2024-01-15,7.9,79.1,42.9,65.5,50.4,D,True
S0238,2023,Information Technology,M,South,Mother,False,C03,Data Structures,Fall 2023,2023-09-04,13.2,75.1,64.4,52.8,59.3,C,True
S0238,2023,Information Technology,M,South,Mother,False,C04,Linear Algebra,Spring 2024,2024-01-15,20.7,77.4,66.0,64.6,57.5,C,True
S0238,2023,Information Technology,M,South,Mother,False,C05,Machine Learning,Fall 2023,2023-09-04,19.7,70.3,59.1,48.8,75.8,C,True
S0238,2023,Information Technology,M,South,Mother,False,C06,Databases,Spring 2024,2024-01-15,28.8,51.9,35.6,51.4,61.4,D,True
S0239,2024,Computer Science,M,South,Father,True,C01,Python Programming,Fall 2024,2024-09-02,26.1,100.0,84.8,87.0,70.7,B,True
S0239,2024,Computer Science,M,South,Father,True,C02,Statistics,Spring 2025,2025-01-13,32.7,69.7,59.9,85.3,81.4,B,True
S0239,2024,Computer Science,M,South,Father,True,C03,Data Structures,Fall 2024,2024-09-02,14.5,76.0,74.4,48.8,77.3,C,True
S0239,2024,Computer Science,M,South,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,20.2,73.5,69.3,58.3,49.4,C,True
S0239,2024,Computer Science,M,South,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,6.9,73.9,33.6,50.2,67.4,D,True
S0239,2024,Computer Science,M,South,Father,True,C06,Databases,Spring 2025,2025-01-13,17.4,63.2,59.6,60.1,57.9,C,True
S0240,2024,Computer Science,M,East,Father,True,C01,Python Programming,Fall 2024,2024-09-02,16.8,100.0,65.0,62.4,62.6,C,True
S0240,2024,Computer Science,M,East,Father,True,C02,Statistics,Spring 2025,2025-01-13,13.2,66.5,52.4,43.6,48.6,D,True
S0240,2024,Computer Science,M,East,Father,True,C03,Data Structures,Fall 2024,2024-09-02,19.4,98.4,,74.8,86.1,B,True
S0240,2024,Computer Science,M,East,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,17.9,98.2,66.6,57.5,72.9,C,True
S0240,2024,Computer Science,M,East,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,20.9,72.2,69.1,42.3,69.2,C,True
S0240,2024,Computer Science,M,East,Father,True,C06,Databases,Spring 2025,2025-01-13,19.1,66.1,44.0,79.1,63.7,C,True
S0241,2024,Information Technology,M,East,Sibling,True,C01,Python Programming,Fall 2024,2024-09-02,22.5,84.5,63.5,66.9,68.1,C,True
S0241,2024,Information Technology,M,East,Sibling,True,C02,Statistics,Spring 2025,2025-01-13,25.7,75.8,52.7,62.7,73.9,C,True
S0241,2024,Information Technology,M,East,Sibling,True,C03,Data Structures,Fall 2024,2024-09-02,24.4,97.8,51.3,69.8,62.2,C,True
S0241,2024,Information Technology,M,East,Sibling,True,C04,Linear Algebra,Spring 2025,2025-01-13,8.9,58.4,50.3,49.2,52.1,D,True
S0241,2024,Information Technology,M,East,Sibling,True,C05,Machine Learning,Fall 2024,2024-09-02,15.0,79.2,58.4,70.8,55.1,C,True
S0241,2024,Information Technology,M,East,Sibling,True,C06,Databases,Spring 2025,2025-01-13,18.4,56.4,39.8,59.1,57.5,D,True
S0242,2023,Information Technology,M,North,Father,True,C01,Python Programming,Fall 2023,2023-09-04,13.6,92.2,62.5,64.9,62.1,C,True
S0242,2023,Information Technology,M,North,Father,True,C02,Statistics,Spring 2024,2024-01-15,10.0,73.1,61.6,29.8,63.0,D,True
S0242,2023,Information Technology,M,North,Father,True,C03,Data Structures,Fall 2023,2023-09-04,17.9,86.2,75.0,68.6,73.6,B,True
S0242,2023,Information Technology,M,North,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,21.8,56.7,51.1,71.2,73.2,C,True
S0242,2023,Information Technology,M,North,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,3.4,98.8,57.9,73.5,42.0,C,True
S0242,2023,Information Technology,M,North,Father,True,C06,Databases,Spring 2024,2024-01-15,22.0,79.8,66.5,48.5,65.2,C,True
S0243,2023,Computer Science,F,Central,Father,True,C01,Python Programming,Fall 2023,2023-09-04,24.9,77.3,49.2,68.1,94.4,C,True
S0243,2023,Computer Science,F,Central,Father,True,C02,Statistics,Spring 2024,2024-01-15,19.9,30.4,54.4,67.3,65.5,C,True
S0243,2023,Computer Science,F,Central,Father,True,C03,Data Structures,Fall 2023,2023-09-04,21.9,57.8,74.0,60.1,58.3,C,True
S0243,2023,Computer Science,F,Central,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,14.1,66.4,84.8,48.4,44.8,C,True
S0243,2023,Computer Science,F,Central,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,23.5,100.0,85.5,72.9,59.1,B,True
S0243,2023,Computer Science,F,Central,Father,True,C06,Databases,Spring 2024,2024-01-15,13.4,68.7,44.3,51.5,63.8,D,True
S0244,2022,Data Science,F,Central,Father,True,C01,Python Programming,Fall 2022,2022-09-05,9.1,50.9,58.0,53.9,60.9,C,True
S0244,2022,Data Science,F,Central,Father,True,C02,Statistics,Spring 2023,2023-01-16,27.7,63.3,64.6,79.9,62.0,B,True
S0244,2022,Data Science,F,Central,Father,True,C03,Data Structures,Fall 2022,2022-09-05,8.8,77.5,61.1,65.8,54.5,C,True
S0244,2022,Data Science,F,Central,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,32.5,94.2,57.1,81.9,65.8,B,True
S0244,2022,Data Science,F,Central,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,6.0,69.8,67.0,58.8,69.9,C,True
S0244,2022,Data Science,F,Central,Father,True,C06,Databases,Spring 2023,2023-01-16,21.7,70.9,,88.8,70.1,B,True
S0245,2024,Data Science,M,West,Father,True,C01,Python Programming,Fall 2024,2024-09-02,16.5,,63.7,53.7,66.3,C,True
S0245,2024,Data Science,M,West,Father,True,C02,Statistics,Spring 2025,2025-01-13,22.1,71.8,39.5,73.1,69.9,C,True
S0245,2024,Data Science,M,West,Father,True,C03,Data Structures,Fall 2024,2024-09-02,8.2,90.7,62.5,28.5,68.0,D,True
S0245,2024,Data Science,M,West,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,12.8,73.1,55.2,33.5,79.8,D,True
S0245,2024,Data Science,M,West,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,10.1,86.6,47.4,62.4,60.7,C,True
S0245,2024,Data Science,M,West,Father,True,C06,Databases,Spring 2025,2025-01-13,13.7,75.1,64.5,49.4,66.3,C,True
S0246,2023,Engineering,M,West,Father,True,C01,Python Programming,Fall 2023,2023-09-04,18.0,60.7,45.5,61.8,60.5,C,True
S0246,2023,Engineering,M,West,Father,True,C02,Statistics,Spring 2024,2024-01-15,24.4,46.0,39.4,67.4,64.3,C,True
S0246,2023,Engineering,M,West,Father,True,C03,Data Structures,Fall 2023,2023-09-04,20.1,59.7,64.5,41.3,79.4,C,True
S0246,2023,Engineering,M,West,Father,True,C04,Linear Algebra,Spring 2024,2024-01-15,23.6,100.0,65.1,77.1,62.7,C,True
S0246,2023,Engineering,M,West,Father,True,C05,Machine Learning,Fall 2023,2023-09-04,18.0,75.7,82.7,36.0,63.2,C,True
S0246,2023,Engineering,M,West,Father,True,C06,Databases,Spring 2024,2024-01-15,16.8,62.5,46.9,32.2,59.5,F,False
S0247,2024,Data Science,F,East,Mother,True,C01,Python Programming,Fall 2024,2024-09-02,12.5,,54.5,57.6,61.7,C,True
S0247,2024,Data Science,F,East,Mother,True,C02,Statistics,Spring 2025,2025-01-13,25.5,76.9,58.3,66.1,48.8,C,True
S0247,2024,Data Science,F,East,Mother,True,C03,Data Structures,Fall 2024,2024-09-02,11.5,63.7,53.9,70.7,77.7,C,True
S0247,2024,Data Science,F,East,Mother,True,C04,Linear Algebra,Spring 2025,2025-01-13,14.6,87.1,66.1,64.7,72.7,C,True
S0247,2024,Data Science,F,East,Mother,True,C05,Machine Learning,Fall 2024,2024-09-02,18.0,62.2,57.7,77.7,63.7,C,True
S0247,2024,Data Science,F,East,Mother,True,C06,Databases,Spring 2025,2025-01-13,12.6,84.9,52.9,73.3,70.6,C,True
S0248,2023,Data Science,M,East,Father,False,C01,Python Programming,Fall 2023,2023-09-04,14.2,80.2,79.5,50.6,66.6,C,True
S0248,2023,Data Science,M,East,Father,False,C02,Statistics,Spring 2024,2024-01-15,16.8,62.1,58.1,49.7,52.7,D,True
S0248,2023,Data Science,M,East,Father,False,C03,Data Structures,Fall 2023,2023-09-04,16.4,95.1,38.5,77.9,52.9,C,True
S0248,2023,Data Science,M,East,Father,False,C04,Linear Algebra,Spring 2024,2024-01-15,11.5,94.7,81.3,54.0,64.2,C,True
S0248,2023,Data Science,M,East,Father,False,C05,Machine Learning,Fall 2023,2023-09-04,3.2,80.7,45.0,16.3,55.7,F,False
S0248,2023,Data Science,M,East,Father,False,C06,Databases,Spring 2024,2024-01-15,23.5,93.0,62.1,65.6,45.8,C,True
S0249,2024,Data Science,M,East,Sibling,False,C01,Python Programming,Fall 2024,2024-09-02,18.4,80.5,59.8,89.0,57.8,B,True
S0249,2024,Data Science,M,East,Sibling,False,C02,Statistics,Spring 2025,2025-01-13,29.9,56.6,59.1,54.9,65.5,C,True
S0249,2024,Data Science,M,East,Sibling,False,C03,Data Structures,Fall 2024,2024-09-02,26.5,64.9,47.7,60.3,63.2,C,True
S0249,2024,Data Science,M,East,Sibling,False,C04,Linear Algebra,Spring 2025,2025-01-13,26.4,69.6,75.5,61.1,70.0,C,True
S0249,2024,Data Science,M,East,Sibling,False,C05,Machine Learning,Fall 2024,2024-09-02,20.6,100.0,65.8,76.2,69.4,B,True
S0249,2024,Data Science,M,East,Sibling,False,C06,Databases,Spring 2025,2025-01-13,21.8,86.4,44.2,65.1,60.8,C,True
S0250,2022,Data Science,F,North,Other,False,C01,Python Programming,Fall 2022,2022-09-05,12.9,,60.8,29.9,41.8,F,False
S0250,2022,Data Science,F,North,Other,False,C02,Statistics,Spring 2023,2023-01-16,21.3,68.4,40.1,41.1,59.9,D,True
S0250,2022,Data Science,F,North,Other,False,C03,Data Structures,Fall 2022,2022-09-05,14.8,77.8,58.4,61.0,66.4,C,True
S0250,2022,Data Science,F,North,Other,False,C04,Linear Algebra,Spring 2023,2023-01-16,19.7,38.6,58.0,52.8,67.9,C,True
S0250,2022,Data Science,F,North,Other,False,C05,Machine Learning,Fall 2022,2022-09-05,10.4,86.2,40.1,41.6,66.0,D,True
S0250,2022,Data Science,F,North,Other,False,C06,Databases,Spring 2023,2023-01-16,24.3,89.2,70.4,75.5,60.8,B,True
S0251,2024,Information Technology,F,North,Father,True,C01,Python Programming,Fall 2024,2024-09-02,19.2,67.1,53.6,67.5,77.1,C,True
S0251,2024,Information Technology,F,North,Father,True,C02,Statistics,Spring 2025,2025-01-13,13.1,47.4,61.6,40.7,61.4,D,True
S0251,2024,Information Technology,F,North,Father,True,C03,Data Structures,Fall 2024,2024-09-02,7.5,68.5,50.8,53.6,75.5,C,True
S0251,2024,Information Technology,F,North,Father,True,C04,Linear Algebra,Spring 2025,2025-01-13,22.3,76.7,60.4,62.6,67.8,C,True
S0251,2024,Information Technology,F,North,Father,True,C05,Machine Learning,Fall 2024,2024-09-02,26.3,64.4,48.0,62.0,55.2,C,True
S0251,2024,Information Technology,F,North,Father,True,C06,Databases,Spring 2025,2025-01-13,28.1,74.4,65.1,36.1,71.2,D,True
S0252,2022,Engineering,M,South,Father,True,C01,Python Programming,Fall 2022,2022-09-05,19.3,77.6,49.2,66.9,78.2,C,True
S0252,2022,Engineering,M,South,Father,True,C02,Statistics,Spring 2023,2023-01-16,16.8,87.8,48.5,70.9,59.0,C,True
S0252,2022,Engineering,M,South,Father,True,C03,Data Structures,Fall 2022,2022-09-05,14.0,97.8,47.5,70.0,82.6,C,True
S0252,2022,Engineering,M,South,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,9.0,63.7,57.9,56.5,51.7,C,True
S0252,2022,Engineering,M,South,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,16.7,100.0,54.4,51.6,54.4,D,True
S0252,2022,Engineering,M,South,Father,True,C06,Databases,Spring 2023,2023-01-16,11.7,69.6,48.5,60.3,91.7,C,True
S0253,2022,Data Science,M,East,Father,True,C01,Python Programming,Fall 2022,2022-09-05,13.3,54.8,66.4,65.7,62.5,C,True
S0253,2022,Data Science,M,East,Father,True,C02,Statistics,Spring 2023,2023-01-16,23.4,,63.4,53.8,67.5,C,True
S0253,2022,Data Science,M,East,Father,True,C03,Data Structures,Fall 2022,2022-09-05,21.1,58.8,70.0,66.0,56.5,C,True
S0253,2022,Data Science,M,East,Father,True,C04,Linear Algebra,Spring 2023,2023-01-16,9.2,58.9,56.3,84.4,59.7,C,True
S0253,2022,Data Science,M,East,Father,True,C05,Machine Learning,Fall 2022,2022-09-05,13.9,77.4,,56.0,50.6,D,True
S0253,2022,Data Science,M,East,Father,True,C06,Databases,Spring 2023,2023-01-16,18.4,91.4,73.4,65.7,61.8,C,True
S0254,2023,Computer Science,F,North,Mother,True,C01,Python Programming,Fall 2023,2023-09-04,16.1,77.2,82.5,68.7,58.0,B,True
S0254,2023,Computer Science,F,North,Mother,True,C02,Statistics,Spring 2024,2024-01-15,23.7,71.7,69.5,62.2,75.2,C,True
S0254,2023,Computer Science,F,North,Mother,True,C03,Data Structures,Fall 2023,2023-09-04,10.2,86.9,58.8,58.1,63.2,C,True
S0254,2023,Computer Science,F,North,Mother,True,C04,Linear Algebra,Spring 2024,2024-01-15,25.4,96.1,72.4,94.7,69.3,B,True
S0254,2023,Computer Science,F,North,Mother,True,C05,Machine Learning,Fall 2023,2023-09-04,14.2,77.7,67.4,59.8,70.4,C,True
S0254,2023,Computer Science,F,North,Mother,True,C06,Databases,Spring 2024,2024-01-15,2.0,100.0,58.6,45.9,52.9,D,True
S0255,2023,Computer Science,M,North,Father,False,C01,Python Programming,Fall 2023,2023-09-04,12.8,64.8,58.8,79.3,68.3,B,True
S0255,2023,Computer Science,M,North,Father,False,C02,Statistics,Spring 2024,2024-01-15,18.7,81.4,49.6,51.8,69.7,C,True
S0255,2023,Computer Science,M,North,Father,False,C03,Data Structures,Fall 2023,2023-09-04,9.6,70.6,35.3,51.1,62.0,D,True
S0255,2023,Computer Science,M,North,Father,False,C04,Linear Algebra,Spring 2024,2024-01-15,20.9,78.9,43.2,55.0,65.6,D,True
S0255,2023,Computer Science,M,North,Father,False,C05,Machine Learning,Fall 2023,2023-09-04,21.9,88.2,57.4,77.0,73.7,B,True
S0255,2023,Computer Science,M,North,Father,False,C06,Databases,Spring 2024,2024-01-15,34.5,65.8,84.6,74.8,77.4,B,True
S0256,2024,Information Technology,F,Central,Sibling,True,C01,Python Programming,Fall 2024,2024-09-02,28.0,58.7,57.8,32.8,65.0,D,True
S0256,2024,Information Technology,F,Central,Sibling,True,C02,Statistics,Spring 2025,2025-01-13,38.5,100.0,53.9,85.1,76.7,B,True
S0256,2024,Information Technology,F,Central,Sibling,True,C03,Data Structures,Fall 2024,2024-09-02,19.9,54.8,44.2,59.5,66.3,C,True
S0256,2024,Information Technology,F,Central,Sibling,True,C04,Linear Algebra,Spring 2025,2025-01-13,17.4,88.3,61.6,85.0,57.9,B,True
